txn_id,account_id,amount,merchant,category,timestamp,channel,location,is_flagged,risk_score,flag_reason
TXN-001500,ACCT-00033,229.02,Starbucks,Food & Drink,2026-03-04T14:13:00,mobile,Boston,False,0.424,
TXN-001501,ACCT-00131,389.08,Shell Gas,Gas Station,2026-03-05T01:56:00,web,Seattle,False,0.077,
TXN-001502,ACCT-00136,184.51,Uber,Transportation,2026-03-04T13:41:00,web,Boston,False,0.054,
TXN-001503,ACCT-00043,117.0,Netflix,Digital Services,2026-03-05T04:48:00,web,Boston,False,0.099,
TXN-001504,ACCT-00013,151.77,Home Depot,Home Improvement,2026-03-04T23:58:00,atm,Atlanta,False,0.327,
TXN-001505,ACCT-00077,36000.37,Crypto Exchange XYZ,Cryptocurrency,2026-03-05T04:55:00,branch,Houston,True,0.872,velocity_spike
TXN-001506,ACCT-00016,76.18,Best Buy,Electronics,2026-03-04T21:21:00,web,Houston,False,0.294,
TXN-001507,ACCT-00101,417.99,Shell Gas,Gas Station,2026-03-04T17:25:00,mobile,Houston,False,0.187,
TXN-001508,ACCT-00186,106.89,Best Buy,Electronics,2026-03-04T19:10:00,web,Miami,True,0.062,amount_threshold
TXN-001509,ACCT-00135,13144.7,High-End Electronics Ltd,Electronics,2026-03-04T12:15:00,atm,Miami,True,0.857,mfa_change
TXN-001510,ACCT-00117,438.24,Target,Retail,2026-03-04T16:43:00,mobile,Denver,False,0.215,
TXN-001511,ACCT-00150,380.44,CVS Pharmacy,Pharmacy,2026-03-04T11:31:00,web,Boston,False,0.332,
TXN-001512,ACCT-00154,435.33,Shell Gas,Gas Station,2026-03-04T22:23:00,atm,Denver,False,0.056,
TXN-001513,ACCT-00198,452.84,Starbucks,Food & Drink,2026-03-05T06:45:00,branch,Denver,False,0.443,
TXN-001514,ACCT-00022,13651.72,High-End Electronics Ltd,Electronics,2026-03-05T04:10:00,atm,Houston,True,0.826,amount_threshold
TXN-001515,ACCT-00027,282.53,CVS Pharmacy,Pharmacy,2026-03-05T01:42:00,atm,Dallas,False,0.304,
TXN-001516,ACCT-00011,419.91,Netflix,Digital Services,2026-03-04T11:14:00,mobile,Dallas,False,0.346,
TXN-001517,ACCT-00093,213.81,Netflix,Digital Services,2026-03-04T19:51:00,atm,New York,False,0.204,
TXN-001518,ACCT-00118,23.45,Uber,Transportation,2026-03-05T06:50:00,atm,Denver,False,0.105,
TXN-001519,ACCT-00047,6742.6,Online Casino Royal,Gambling,2026-03-04T23:35:00,atm,New York,True,0.946,amount_threshold
TXN-001520,ACCT-00092,179.43,Target,Retail,2026-03-04T23:13:00,web,Miami,False,0.153,
TXN-001521,ACCT-00179,385.46,Starbucks,Food & Drink,2026-03-05T03:03:00,web,Houston,False,0.251,
TXN-001522,ACCT-00083,391.58,Target,Retail,2026-03-04T11:02:00,web,Atlanta,False,0.281,
TXN-001523,ACCT-00190,161.68,Shell Gas,Gas Station,2026-03-04T11:05:00,branch,Los Angeles,False,0.148,
TXN-001524,ACCT-00128,105.06,Home Depot,Home Improvement,2026-03-04T19:30:00,atm,Seattle,False,0.404,
TXN-001525,ACCT-00194,164.77,Best Buy,Electronics,2026-03-05T03:51:00,mobile,Houston,False,0.233,
TXN-001526,ACCT-00165,271.44,Uber,Transportation,2026-03-05T07:44:00,atm,Dallas,False,0.051,
TXN-001527,ACCT-00183,426.84,Home Depot,Home Improvement,2026-03-05T02:11:00,web,Seattle,False,0.069,
TXN-001528,ACCT-00099,31444.16,Crypto Exchange XYZ,Cryptocurrency,2026-03-04T15:40:00,mobile,Seattle,True,0.828,velocity_spike
TXN-001529,ACCT-00063,18.05,Starbucks,Food & Drink,2026-03-04T16:22:00,web,Houston,False,0.204,
TXN-001530,ACCT-00056,125.62,Starbucks,Food & Drink,2026-03-05T00:29:00,mobile,Dallas,False,0.192,
TXN-001531,ACCT-00142,209.1,Shell Gas,Gas Station,2026-03-04T21:12:00,atm,Dallas,False,0.321,
TXN-001532,ACCT-00094,218.5,Starbucks,Food & Drink,2026-03-04T18:55:00,branch,Houston,False,0.044,
TXN-001533,ACCT-00178,398.8,Shell Gas,Gas Station,2026-03-05T01:19:00,web,Los Angeles,False,0.246,
TXN-001534,ACCT-00027,117.77,Netflix,Digital Services,2026-03-04T15:38:00,branch,Boston,False,0.263,
TXN-001535,ACCT-00014,251.08,CVS Pharmacy,Pharmacy,2026-03-04T13:50:00,atm,Los Angeles,True,0.207,new_merchant
TXN-001536,ACCT-00015,434.45,CVS Pharmacy,Pharmacy,2026-03-05T07:16:00,web,Los Angeles,False,0.43,
TXN-001537,ACCT-00071,358.24,Amazon,Online Retail,2026-03-04T12:33:00,atm,Denver,False,0.105,
TXN-001538,ACCT-00116,168.61,Starbucks,Food & Drink,2026-03-05T02:25:00,atm,Chicago,False,0.268,
TXN-001539,ACCT-00002,357.5,Amazon,Online Retail,2026-03-04T12:05:00,branch,Dallas,False,0.041,
TXN-001540,ACCT-00017,367.62,Best Buy,Electronics,2026-03-04T14:07:00,web,Dallas,False,0.023,
TXN-001541,ACCT-00127,49.11,Target,Retail,2026-03-05T07:55:00,atm,Dallas,False,0.18,
TXN-001542,ACCT-00105,73.56,CVS Pharmacy,Pharmacy,2026-03-04T11:16:00,branch,Chicago,False,0.088,
TXN-001543,ACCT-00111,49.91,CVS Pharmacy,Pharmacy,2026-03-04T14:50:00,branch,Denver,False,0.444,
TXN-001544,ACCT-00163,38087.14,High-End Electronics Ltd,Electronics,2026-03-05T04:41:00,branch,New York,True,0.718,mfa_change
TXN-001545,ACCT-00016,88.41,Walmart,Retail,2026-03-04T19:09:00,mobile,New York,False,0.022,
TXN-001546,ACCT-00146,478.08,Walmart,Retail,2026-03-05T01:00:00,web,Dallas,False,0.106,
TXN-001547,ACCT-00089,30786.48,Wire Transfer - Switzerland,Wire Transfer,2026-03-04T14:03:00,web,Atlanta,True,0.847,cross_channel
TXN-001548,ACCT-00114,46894.07,Wire Transfer - Cayman Islands,Wire Transfer,2026-03-04T17:56:00,mobile,Miami,True,0.731,new_merchant
TXN-001549,ACCT-00047,450.61,Best Buy,Electronics,2026-03-05T04:35:00,atm,Houston,False,0.28,
TXN-001550,ACCT-00087,416.73,Uber,Transportation,2026-03-05T06:49:00,atm,Los Angeles,False,0.159,
TXN-001551,ACCT-00094,98.23,CVS Pharmacy,Pharmacy,2026-03-04T20:13:00,atm,New York,False,0.442,
TXN-001552,ACCT-00123,53.9,Netflix,Digital Services,2026-03-05T01:59:00,mobile,Seattle,False,0.319,
TXN-001553,ACCT-00134,323.38,Uber,Transportation,2026-03-04T12:37:00,branch,Seattle,False,0.097,
TXN-001554,ACCT-00161,191.65,Home Depot,Home Improvement,2026-03-05T00:46:00,atm,New York,False,0.257,
TXN-001555,ACCT-00157,496.18,CVS Pharmacy,Pharmacy,2026-03-05T02:00:00,branch,New York,False,0.093,
TXN-001556,ACCT-00023,375.19,Netflix,Digital Services,2026-03-04T09:38:00,web,Seattle,False,0.031,
TXN-001557,ACCT-00078,482.27,Target,Retail,2026-03-05T01:21:00,mobile,Denver,False,0.088,
TXN-001558,ACCT-00095,455.78,Amazon,Online Retail,2026-03-04T14:20:00,mobile,Atlanta,False,0.323,
TXN-001559,ACCT-00019,107.33,CVS Pharmacy,Pharmacy,2026-03-04T21:01:00,mobile,New York,False,0.313,
TXN-001560,ACCT-00075,33660.52,ATM Withdrawal - Foreign,ATM,2026-03-04T21:18:00,branch,Chicago,True,0.94,amount_threshold
TXN-001561,ACCT-00103,30740.08,Wire Transfer - Switzerland,Wire Transfer,2026-03-05T07:13:00,branch,Denver,True,0.865,cross_channel
TXN-001562,ACCT-00161,207.56,Starbucks,Food & Drink,2026-03-04T22:07:00,mobile,Denver,False,0.381,
TXN-001563,ACCT-00049,130.45,CVS Pharmacy,Pharmacy,2026-03-04T09:25:00,mobile,Denver,False,0.208,
TXN-001564,ACCT-00170,320.61,Walmart,Retail,2026-03-05T00:40:00,mobile,Chicago,False,0.246,
TXN-001565,ACCT-00043,477.88,Starbucks,Food & Drink,2026-03-05T02:18:00,atm,Miami,False,0.386,
TXN-001566,ACCT-00067,20955.5,Wire Transfer - Nigeria,Wire Transfer,2026-03-05T02:56:00,web,Los Angeles,True,0.945,geo_anomaly
TXN-001567,ACCT-00033,237.13,Amazon,Online Retail,2026-03-04T15:48:00,mobile,Los Angeles,True,0.181,velocity_spike
TXN-001568,ACCT-00196,124.67,Walmart,Retail,2026-03-04T12:52:00,branch,Atlanta,False,0.348,
TXN-001569,ACCT-00170,385.43,Shell Gas,Gas Station,2026-03-05T03:24:00,branch,New York,True,0.077,cross_channel
TXN-001570,ACCT-00065,233.71,Target,Retail,2026-03-04T20:58:00,mobile,Denver,False,0.138,
TXN-001571,ACCT-00017,171.26,Shell Gas,Gas Station,2026-03-04T23:02:00,atm,New York,False,0.118,
TXN-001572,ACCT-00136,75.96,Best Buy,Electronics,2026-03-04T11:48:00,branch,New York,False,0.19,
TXN-001573,ACCT-00137,36755.81,Wire Transfer - Switzerland,Wire Transfer,2026-03-04T09:18:00,branch,Seattle,True,0.742,velocity_spike
TXN-001574,ACCT-00176,6.69,Home Depot,Home Improvement,2026-03-05T03:21:00,mobile,Denver,False,0.109,
TXN-001575,ACCT-00161,2950.08,Wire Transfer - Nigeria,Wire Transfer,2026-03-05T06:00:00,atm,Dallas,True,0.812,new_merchant
TXN-001576,ACCT-00158,343.03,Shell Gas,Gas Station,2026-03-05T05:43:00,branch,Seattle,False,0.415,
TXN-001577,ACCT-00040,115.8,Target,Retail,2026-03-04T21:15:00,branch,Chicago,False,0.398,
TXN-001578,ACCT-00095,403.7,Home Depot,Home Improvement,2026-03-04T23:41:00,web,New York,False,0.397,
TXN-001579,ACCT-00059,420.87,Best Buy,Electronics,2026-03-04T21:51:00,branch,Houston,False,0.194,
TXN-001580,ACCT-00188,234.44,Home Depot,Home Improvement,2026-03-05T06:42:00,branch,Seattle,False,0.328,
TXN-001581,ACCT-00053,286.35,Shell Gas,Gas Station,2026-03-05T02:42:00,branch,Atlanta,False,0.359,
TXN-001582,ACCT-00096,199.45,Shell Gas,Gas Station,2026-03-05T02:31:00,atm,Los Angeles,False,0.142,
TXN-001583,ACCT-00199,30.19,Home Depot,Home Improvement,2026-03-05T02:49:00,web,Seattle,False,0.3,
TXN-001584,ACCT-00133,16.8,CVS Pharmacy,Pharmacy,2026-03-05T03:22:00,web,Denver,False,0.13,
TXN-001585,ACCT-00191,322.41,Best Buy,Electronics,2026-03-04T22:02:00,web,Chicago,False,0.118,
TXN-001586,ACCT-00190,161.53,CVS Pharmacy,Pharmacy,2026-03-04T10:13:00,mobile,Los Angeles,False,0.014,
TXN-001587,ACCT-00014,160.08,Walmart,Retail,2026-03-04T13:08:00,branch,Houston,False,0.145,
TXN-001588,ACCT-00017,293.81,Target,Retail,2026-03-04T19:33:00,atm,Atlanta,False,0.137,
TXN-001589,ACCT-00026,450.9,Best Buy,Electronics,2026-03-04T22:10:00,web,Chicago,False,0.411,
TXN-001590,ACCT-00105,316.2,Uber,Transportation,2026-03-04T11:52:00,branch,Houston,False,0.075,
TXN-001591,ACCT-00114,8508.74,Wire Transfer - Cayman Islands,Wire Transfer,2026-03-04T20:56:00,atm,Atlanta,True,0.838,cross_channel
TXN-001592,ACCT-00006,465.82,Target,Retail,2026-03-04T08:40:00,web,Atlanta,False,0.427,
TXN-001593,ACCT-00146,493.97,Target,Retail,2026-03-04T14:02:00,branch,Los Angeles,False,0.142,
TXN-001594,ACCT-00101,496.48,Walmart,Retail,2026-03-04T17:58:00,web,Seattle,False,0.427,
TXN-001595,ACCT-00022,12.9,CVS Pharmacy,Pharmacy,2026-03-04T20:27:00,atm,Chicago,False,0.094,
TXN-001596,ACCT-00072,247.36,Amazon,Online Retail,2026-03-05T06:09:00,web,New York,False,0.145,
TXN-001597,ACCT-00115,25.03,Target,Retail,2026-03-04T19:21:00,atm,Los Angeles,False,0.067,
TXN-001598,ACCT-00160,16530.1,Wire Transfer - Cayman Islands,Wire Transfer,2026-03-04T20:58:00,web,Atlanta,True,0.813,new_merchant
TXN-001599,ACCT-00173,171.14,Home Depot,Home Improvement,2026-03-04T19:40:00,atm,Denver,False,0.162,
TXN-001600,ACCT-00067,144.41,CVS Pharmacy,Pharmacy,2026-03-05T06:55:00,mobile,Atlanta,False,0.303,
TXN-001601,ACCT-00082,16.39,Walmart,Retail,2026-03-04T16:17:00,web,Los Angeles,False,0.174,
TXN-001602,ACCT-00040,390.54,Shell Gas,Gas Station,2026-03-04T08:27:00,mobile,New York,False,0.16,
TXN-001603,ACCT-00159,32288.14,High-End Electronics Ltd,Electronics,2026-03-05T04:54:00,branch,Los Angeles,True,0.735,new_merchant
TXN-001604,ACCT-00036,96.86,Walmart,Retail,2026-03-04T22:46:00,mobile,New York,False,0.113,
TXN-001605,ACCT-00013,163.6,Home Depot,Home Improvement,2026-03-04T14:44:00,web,Atlanta,False,0.228,
TXN-001606,ACCT-00181,367.12,Starbucks,Food & Drink,2026-03-04T14:18:00,mobile,Atlanta,False,0.045,
TXN-001607,ACCT-00051,289.84,Uber,Transportation,2026-03-05T07:59:00,web,Los Angeles,False,0.093,
TXN-001608,ACCT-00083,85.4,Shell Gas,Gas Station,2026-03-04T22:04:00,branch,Dallas,False,0.136,
TXN-001609,ACCT-00110,369.04,Target,Retail,2026-03-04T17:36:00,mobile,Miami,False,0.038,
TXN-001610,ACCT-00017,311.82,Amazon,Online Retail,2026-03-05T07:00:00,atm,Los Angeles,False,0.325,
TXN-001611,ACCT-00004,162.61,Walmart,Retail,2026-03-05T07:08:00,branch,Dallas,False,0.26,
TXN-001612,ACCT-00187,182.27,CVS Pharmacy,Pharmacy,2026-03-05T01:03:00,atm,Seattle,False,0.225,
TXN-001613,ACCT-00140,117.92,Shell Gas,Gas Station,2026-03-05T07:34:00,web,New York,False,0.215,
TXN-001614,ACCT-00119,234.49,Home Depot,Home Improvement,2026-03-04T13:12:00,atm,Atlanta,False,0.34,
TXN-001615,ACCT-00108,395.19,Best Buy,Electronics,2026-03-04T21:38:00,atm,Chicago,False,0.201,
TXN-001616,ACCT-00170,298.5,Best Buy,Electronics,2026-03-04T11:14:00,web,Houston,True,0.218,amount_threshold
TXN-001617,ACCT-00087,199.15,CVS Pharmacy,Pharmacy,2026-03-04T17:28:00,branch,Boston,False,0.224,
TXN-001618,ACCT-00186,473.93,Home Depot,Home Improvement,2026-03-05T06:43:00,web,Atlanta,False,0.433,
TXN-001619,ACCT-00018,305.87,CVS Pharmacy,Pharmacy,2026-03-05T01:42:00,web,Houston,False,0.364,
TXN-001620,ACCT-00107,317.6,Starbucks,Food & Drink,2026-03-05T07:20:00,branch,Miami,False,0.279,
TXN-001621,ACCT-00154,173.84,Starbucks,Food & Drink,2026-03-04T20:36:00,branch,Chicago,False,0.218,
TXN-001622,ACCT-00005,126.82,Home Depot,Home Improvement,2026-03-04T18:40:00,branch,Houston,False,0.407,
TXN-001623,ACCT-00122,173.67,Uber,Transportation,2026-03-04T12:20:00,branch,Houston,False,0.354,
TXN-001624,ACCT-00147,355.51,Shell Gas,Gas Station,2026-03-05T00:40:00,web,Houston,False,0.402,
TXN-001625,ACCT-00081,195.15,Walmart,Retail,2026-03-04T18:58:00,web,Dallas,False,0.226,
TXN-001626,ACCT-00155,38.13,Starbucks,Food & Drink,2026-03-04T17:25:00,atm,Houston,False,0.17,
TXN-001627,ACCT-00200,12720.0,ATM Withdrawal - Foreign,ATM,2026-03-04T20:09:00,mobile,Seattle,True,0.939,device_mismatch
TXN-001628,ACCT-00144,478.55,Starbucks,Food & Drink,2026-03-05T04:38:00,atm,Seattle,False,0.098,
TXN-001629,ACCT-00166,304.52,Netflix,Digital Services,2026-03-04T14:39:00,branch,New York,False,0.232,
TXN-001630,ACCT-00064,351.82,Home Depot,Home Improvement,2026-03-04T16:54:00,mobile,Miami,False,0.14,
TXN-001631,ACCT-00008,43.96,Home Depot,Home Improvement,2026-03-04T23:14:00,atm,Chicago,False,0.254,
TXN-001632,ACCT-00153,58.33,Target,Retail,2026-03-04T17:25:00,branch,Atlanta,False,0.277,
TXN-001633,ACCT-00073,164.79,Best Buy,Electronics,2026-03-04T09:47:00,mobile,Los Angeles,False,0.253,
TXN-001634,ACCT-00095,277.31,Home Depot,Home Improvement,2026-03-04T21:30:00,atm,Seattle,False,0.28,
TXN-001635,ACCT-00195,17552.68,Crypto Exchange XYZ,Cryptocurrency,2026-03-04T09:54:00,mobile,Boston,True,0.91,new_merchant
TXN-001636,ACCT-00034,74.26,Walmart,Retail,2026-03-04T13:34:00,mobile,Boston,False,0.113,
TXN-001637,ACCT-00194,172.39,Target,Retail,2026-03-04T10:22:00,atm,Seattle,False,0.25,
TXN-001638,ACCT-00135,348.82,Home Depot,Home Improvement,2026-03-04T23:18:00,mobile,Houston,False,0.346,
TXN-001639,ACCT-00067,324.16,Amazon,Online Retail,2026-03-05T05:56:00,mobile,New York,False,0.109,
TXN-001640,ACCT-00011,47598.37,ATM Withdrawal - Foreign,ATM,2026-03-04T18:54:00,web,Boston,True,0.794,cross_channel
TXN-001641,ACCT-00163,257.57,Amazon,Online Retail,2026-03-04T08:48:00,branch,Atlanta,False,0.317,
TXN-001642,ACCT-00141,30304.1,ATM Withdrawal - Foreign,ATM,2026-03-05T03:53:00,web,Houston,True,0.843,amount_threshold
TXN-001643,ACCT-00180,26439.13,Online Casino Royal,Gambling,2026-03-04T15:15:00,web,Denver,True,0.744,velocity_spike
TXN-001644,ACCT-00161,136.5,Starbucks,Food & Drink,2026-03-04T21:15:00,branch,Boston,False,0.099,
TXN-001645,ACCT-00156,166.89,Shell Gas,Gas Station,2026-03-04T12:04:00,branch,Denver,False,0.209,
TXN-001646,ACCT-00115,386.16,Uber,Transportation,2026-03-04T11:50:00,web,Chicago,True,0.364,new_merchant
TXN-001647,ACCT-00053,369.17,Netflix,Digital Services,2026-03-05T04:14:00,branch,Houston,False,0.169,
TXN-001648,ACCT-00014,285.59,Shell Gas,Gas Station,2026-03-05T01:26:00,branch,Houston,True,0.015,cross_channel
TXN-001649,ACCT-00047,252.3,Shell Gas,Gas Station,2026-03-04T23:37:00,atm,Seattle,False,0.275,
TXN-001650,ACCT-00043,282.61,CVS Pharmacy,Pharmacy,2026-03-04T10:39:00,branch,Houston,False,0.399,
TXN-001651,ACCT-00008,473.66,Amazon,Online Retail,2026-03-04T23:11:00,mobile,Miami,False,0.26,
TXN-001652,ACCT-00041,12334.81,Online Casino Royal,Gambling,2026-03-04T20:43:00,web,Denver,True,0.722,device_mismatch
TXN-001653,ACCT-00168,45129.04,Wire Transfer - Cayman Islands,Wire Transfer,2026-03-04T16:58:00,branch,Chicago,True,0.833,cross_channel
TXN-001654,ACCT-00053,440.74,Amazon,Online Retail,2026-03-04T08:29:00,atm,Chicago,False,0.329,
TXN-001655,ACCT-00117,348.98,Netflix,Digital Services,2026-03-04T08:46:00,branch,Miami,False,0.221,
TXN-001656,ACCT-00188,37.25,Shell Gas,Gas Station,2026-03-04T09:16:00,atm,New York,False,0.375,
TXN-001657,ACCT-00106,290.5,Amazon,Online Retail,2026-03-04T17:35:00,mobile,Los Angeles,False,0.326,
TXN-001658,ACCT-00052,337.27,Amazon,Online Retail,2026-03-05T07:32:00,web,Houston,False,0.011,
TXN-001659,ACCT-00167,28829.33,Luxury Watches Inc,Luxury Goods,2026-03-04T09:36:00,atm,Houston,True,0.783,velocity_spike
TXN-001660,ACCT-00154,274.57,CVS Pharmacy,Pharmacy,2026-03-05T02:48:00,branch,Seattle,False,0.151,
TXN-001661,ACCT-00164,292.2,Best Buy,Electronics,2026-03-04T19:51:00,branch,Atlanta,False,0.075,
TXN-001662,ACCT-00173,339.48,CVS Pharmacy,Pharmacy,2026-03-04T22:44:00,atm,Seattle,False,0.121,
TXN-001663,ACCT-00036,324.5,Target,Retail,2026-03-05T07:13:00,atm,Boston,False,0.029,
TXN-001664,ACCT-00130,301.4,Best Buy,Electronics,2026-03-04T12:45:00,web,Dallas,False,0.359,
TXN-001665,ACCT-00178,440.96,Home Depot,Home Improvement,2026-03-04T11:32:00,mobile,Boston,False,0.122,
TXN-001666,ACCT-00141,371.16,Best Buy,Electronics,2026-03-04T11:59:00,branch,Atlanta,False,0.378,
TXN-001667,ACCT-00096,263.94,Home Depot,Home Improvement,2026-03-05T03:41:00,atm,Houston,False,0.19,
TXN-001668,ACCT-00193,322.03,Shell Gas,Gas Station,2026-03-05T07:41:00,atm,Chicago,False,0.093,
TXN-001669,ACCT-00001,400.97,Uber,Transportation,2026-03-04T10:27:00,atm,Chicago,False,0.145,
TXN-001670,ACCT-00194,273.27,Shell Gas,Gas Station,2026-03-04T08:48:00,mobile,Houston,True,0.14,geo_anomaly
TXN-001671,ACCT-00048,38.18,Walmart,Retail,2026-03-04T22:24:00,atm,Los Angeles,False,0.301,
TXN-001672,ACCT-00003,174.87,Starbucks,Food & Drink,2026-03-04T18:22:00,branch,Houston,False,0.269,
TXN-001673,ACCT-00123,25.73,Netflix,Digital Services,2026-03-05T01:03:00,atm,New York,False,0.024,
TXN-001674,ACCT-00180,377.69,Home Depot,Home Improvement,2026-03-05T07:30:00,mobile,Denver,False,0.397,
TXN-001675,ACCT-00176,193.08,Amazon,Online Retail,2026-03-05T00:12:00,atm,Los Angeles,False,0.051,
TXN-001676,ACCT-00063,230.07,Walmart,Retail,2026-03-05T04:36:00,branch,Houston,False,0.025,
TXN-001677,ACCT-00080,112.19,CVS Pharmacy,Pharmacy,2026-03-04T08:21:00,atm,Los Angeles,False,0.271,
TXN-001678,ACCT-00173,224.99,Uber,Transportation,2026-03-04T17:22:00,web,Atlanta,False,0.181,
TXN-001679,ACCT-00138,130.34,Amazon,Online Retail,2026-03-05T00:45:00,mobile,Boston,False,0.209,
TXN-001680,ACCT-00042,22483.12,Online Casino Royal,Gambling,2026-03-04T14:47:00,web,Los Angeles,True,0.84,geo_anomaly
TXN-001681,ACCT-00002,387.37,Best Buy,Electronics,2026-03-04T14:14:00,mobile,Miami,False,0.391,
TXN-001682,ACCT-00150,358.34,Shell Gas,Gas Station,2026-03-04T13:36:00,mobile,Los Angeles,False,0.336,
TXN-001683,ACCT-00155,250.59,CVS Pharmacy,Pharmacy,2026-03-05T01:55:00,atm,New York,False,0.172,
TXN-001684,ACCT-00140,3609.77,High-End Electronics Ltd,Electronics,2026-03-05T07:57:00,atm,Boston,True,0.822,velocity_spike
TXN-001685,ACCT-00023,239.94,Target,Retail,2026-03-04T12:07:00,web,Chicago,True,0.048,geo_anomaly
TXN-001686,ACCT-00171,189.79,Uber,Transportation,2026-03-04T10:16:00,branch,Atlanta,False,0.299,
TXN-001687,ACCT-00150,24.68,Uber,Transportation,2026-03-04T18:15:00,web,Chicago,False,0.319,
TXN-001688,ACCT-00003,395.1,Uber,Transportation,2026-03-05T06:43:00,mobile,Boston,False,0.243,
TXN-001689,ACCT-00078,163.17,Best Buy,Electronics,2026-03-04T15:17:00,web,Atlanta,False,0.219,
TXN-001690,ACCT-00123,196.99,Best Buy,Electronics,2026-03-05T06:46:00,mobile,Chicago,False,0.234,
TXN-001691,ACCT-00195,29175.56,Wire Transfer - Nigeria,Wire Transfer,2026-03-05T05:21:00,web,Denver,True,0.805,geo_anomaly
TXN-001692,ACCT-00068,26.24,Home Depot,Home Improvement,2026-03-04T08:56:00,branch,Denver,False,0.33,
TXN-001693,ACCT-00096,419.0,Netflix,Digital Services,2026-03-05T00:21:00,web,Chicago,False,0.358,
TXN-001694,ACCT-00105,124.46,Best Buy,Electronics,2026-03-04T10:33:00,branch,Atlanta,False,0.024,
TXN-001695,ACCT-00017,387.59,Best Buy,Electronics,2026-03-04T17:28:00,mobile,Seattle,False,0.214,
TXN-001696,ACCT-00088,304.62,Uber,Transportation,2026-03-05T01:27:00,branch,Atlanta,False,0.343,
TXN-001697,ACCT-00177,462.11,Uber,Transportation,2026-03-04T19:30:00,web,Atlanta,False,0.225,
TXN-001698,ACCT-00088,317.53,Netflix,Digital Services,2026-03-04T17:15:00,branch,Miami,False,0.272,
TXN-001699,ACCT-00059,454.07,Target,Retail,2026-03-04T18:27:00,web,Seattle,False,0.157,
TXN-001700,ACCT-00174,300.89,Starbucks,Food & Drink,2026-03-04T12:45:00,web,Dallas,False,0.313,
TXN-001701,ACCT-00049,357.75,Target,Retail,2026-03-04T23:47:00,branch,Houston,False,0.086,
TXN-001702,ACCT-00186,321.1,Starbucks,Food & Drink,2026-03-05T05:37:00,web,Dallas,False,0.091,
TXN-001703,ACCT-00166,126.59,Target,Retail,2026-03-05T03:23:00,atm,Miami,False,0.16,
TXN-001704,ACCT-00066,66.59,Starbucks,Food & Drink,2026-03-04T21:25:00,atm,Boston,True,0.093,amount_threshold
TXN-001705,ACCT-00127,293.87,Uber,Transportation,2026-03-05T03:22:00,branch,Boston,False,0.127,
TXN-001706,ACCT-00110,299.66,CVS Pharmacy,Pharmacy,2026-03-04T21:12:00,atm,Denver,False,0.071,
TXN-001707,ACCT-00032,25.31,Amazon,Online Retail,2026-03-04T11:40:00,mobile,Miami,False,0.128,
TXN-001708,ACCT-00025,106.42,Home Depot,Home Improvement,2026-03-04T11:48:00,mobile,New York,False,0.285,
TXN-001709,ACCT-00071,119.09,Shell Gas,Gas Station,2026-03-04T20:04:00,branch,Boston,False,0.077,
TXN-001710,ACCT-00142,90.06,Shell Gas,Gas Station,2026-03-05T02:29:00,atm,Houston,False,0.43,
TXN-001711,ACCT-00024,489.44,Netflix,Digital Services,2026-03-04T12:15:00,branch,Atlanta,False,0.382,
TXN-001712,ACCT-00057,86.99,Netflix,Digital Services,2026-03-04T17:32:00,web,Houston,False,0.115,
TXN-001713,ACCT-00079,425.55,Netflix,Digital Services,2026-03-04T15:55:00,atm,Houston,False,0.046,
TXN-001714,ACCT-00183,370.89,Best Buy,Electronics,2026-03-04T20:58:00,atm,Dallas,True,0.347,geo_anomaly
TXN-001715,ACCT-00173,174.43,Uber,Transportation,2026-03-05T01:19:00,mobile,Atlanta,False,0.379,
TXN-001716,ACCT-00156,353.21,Best Buy,Electronics,2026-03-04T21:47:00,atm,Chicago,False,0.148,
TXN-001717,ACCT-00104,449.73,Starbucks,Food & Drink,2026-03-05T00:01:00,atm,Dallas,False,0.312,
TXN-001718,ACCT-00145,228.86,Walmart,Retail,2026-03-05T03:30:00,mobile,Denver,False,0.178,
TXN-001719,ACCT-00126,455.05,CVS Pharmacy,Pharmacy,2026-03-04T16:42:00,mobile,Denver,False,0.128,
TXN-001720,ACCT-00067,113.47,Best Buy,Electronics,2026-03-04T21:01:00,web,New York,False,0.345,
TXN-001721,ACCT-00024,50.73,Best Buy,Electronics,2026-03-04T10:42:00,mobile,Miami,False,0.122,
TXN-001722,ACCT-00039,142.86,Home Depot,Home Improvement,2026-03-04T21:58:00,web,Houston,False,0.239,
TXN-001723,ACCT-00060,30.81,Netflix,Digital Services,2026-03-05T02:42:00,web,Miami,False,0.196,
TXN-001724,ACCT-00043,303.3,Shell Gas,Gas Station,2026-03-04T11:27:00,mobile,Los Angeles,False,0.355,
TXN-001725,ACCT-00137,278.95,CVS Pharmacy,Pharmacy,2026-03-04T13:12:00,branch,Chicago,False,0.092,
TXN-001726,ACCT-00003,384.34,Best Buy,Electronics,2026-03-05T01:13:00,mobile,Boston,False,0.183,
TXN-001727,ACCT-00043,42633.78,Wire Transfer - Switzerland,Wire Transfer,2026-03-04T20:32:00,web,Dallas,True,0.866,amount_threshold
TXN-001728,ACCT-00119,356.55,Best Buy,Electronics,2026-03-05T05:50:00,web,Chicago,False,0.029,
TXN-001729,ACCT-00097,233.08,Starbucks,Food & Drink,2026-03-05T02:47:00,atm,Denver,False,0.188,
